severity,sheet_name,source_row,record_type,title,message
info,Group Head,9,kai,Pelaksanaan pengawasan internal untuk mendukung pencapaian Net Income,KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
info,Group Head,10,output,(blank),Dropped OUTPUT row because output weight is blank.
info,Group Head,11,output,(blank),Dropped OUTPUT row because output weight is blank.
info,Group Head,12,kai,Pelaksanaan kegiatan pengawasan internal secara efektif,KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
info,Group Head,13,output,(blank),Dropped OUTPUT row because output weight is blank.
info,Group Head,14,output,(blank),Dropped OUTPUT row because output weight is blank.
info,Group Head,15,kai,"Mengkoordinasikan, menjaga alignment, mengintegrasikan, dan mengkonsolidasikan pelaksanaan penyelesaian rekomendasi audit oleh Department Head dan level di bawahnya",KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
info,Group Head,16,kai,Pelaksanaan program audit sesuai PKPT,KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
info,Group Head,17,kai,"Pelaksanaan implementasi proses audit di dalam AMS termasuk Perencanaan, Pelaksanaan, Monitoring dan tindak lanjut",KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
info,Group Head,18,kai,Pelaksanaan sinergi audit internal di lingkungan PT Pelindo Group,KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
info,Group Head,19,kai,Pelaksanaan quality assurance pengelolaan SPI sesuai standar PER-2 BUMN,KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
info,Group Head,20,output,(blank),Dropped OUTPUT row because output weight is blank.
info,Group Head,21,kai,Partisipasi aktif dalam Forum Audit Internal dan mengumpulkan data keikutsertaan Group SPI dalam kegiatan profesi dan networking,KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
info,Group Head,22,kai,ketepatan waktu penyusunan perencanaan pelatihan  profesional,KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
info,Group Head,23,kai,Jumlah jam pelatihan audit yang diikuti,KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
info,Group Head,24,kai,Pelaksanaan monitoring dan evaluasi penyelesaian temuan audit,KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
info,DH Pelaksanaan Pengawasan Inter,9,kai,Pengendalian Biaya pada Dept Pelaksanaan,KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
info,DH Pelaksanaan Pengawasan Inter,10,output,(blank),Dropped OUTPUT row because output weight is blank.
info,DH Pelaksanaan Pengawasan Inter,11,output,(blank),Dropped OUTPUT row because output weight is blank.
info,DH Pelaksanaan Pengawasan Inter,12,output,(blank),Dropped OUTPUT row because output weight is blank.
info,DH Pelaksanaan Pengawasan Inter,13,output,(blank),Dropped OUTPUT row because output weight is blank.
info,DH Pelaksanaan Pengawasan Inter,14,output,(blank),Dropped OUTPUT row because output weight is blank.
info,DH Pelaksanaan Pengawasan Inter,15,kai,Persentase Penyelesaian Audit Rutin (sampai terbit LHA),KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
info,DH Pelaksanaan Pengawasan Inter,16,kai,Persiapan dan Penyelesaian Laporan Kegiatan Dept Pelaksanaan SPI Tepat Waktu,KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
info,DH Pelaksanaan Pengawasan Inter,17,kai,Tingkat Kepatuhan Penyusunan Dokumen Pelaksanaan Sinergi Audit,KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
info,DH Pelaksanaan Pengawasan Inter,18,kai,Persentase Penyelesaian Jadwal Audit Quality Assurance secara self-assessment,KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
info,DH Pelaksanaan Pengawasan Inter,19,kai,ketepatan waktu penyusunan perencanaan pelatihan  profesional,KAI period inferred from KPI Output Frequency because the source sheet does not provide a separate KAI period column.
